"budget","popularity","revenue","runtime","vote_average","vote_count","release_year","release_month","budget_adjust","revenue_adjust","weight","History","Action","Documentary","Drama","Crime","Fantasy","Science Fiction","Romance","Horror","Comedy","Thriller","Western","Adventure","Music","War","Family","Animation","Mystery","based on novel","not based on novel","United States","United Kingdom","France","Japan","Australia","Germany","Canada","Spain","India","Mexico","Ireland","Italy","South Korea","China","South Africa","Hong Kong","New Zealand","Norway","Thailand","Fiji","Bulgaria","Russia","Brazil","Iran"
"165000000","724.247784","675120017","169.0","8.1","10867","2014","11","188860376.1151663","772748002.0211967","7.919354136569729","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","167.58371","825532764","148.0","8.1","13752","2010","7","198825989.65403384","1025858554.9633121","7.954084465504578","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","9.476999","77000000","120.0","6.5","143","2016","7","16935131.058677457","86933672.76787762","6.36885575473278","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250000000","108.849621","1021103568","169.0","7.0","8297","2012","11","295053442.1631228","1205120490.1737852","6.91517029519021","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"38000000","6.909942","207283925","106.0","6.6","3428","2001","6","58141501.9762846","317152598.2905139","6.534086178847009","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","60.269279","333932083","166.0","7.3","3292","2008","11","188782785.1911028","420270857.9560434","7.039021445086162","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","3.195174","353624124","132.0","7.1","5181","2011","5","192742032.28430822","425988952.02823883","6.954606292053099","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","127.284427","653428261","137.0","6.6","3984","2015","11","182920212.47421074","747032727.1173377","6.54108275856466","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","35.580815","215283742","109.0","5.8","1470","2010","7","186399365.30065674","267525019.12233555","6.054989533539535","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","21.133748","181674817","99.0","5.5","583","2006","5","215055555.5555556","244188616.8774306","6.082902280545289","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170000000","56.268916","299370084","113.0","6.5","1725","2016","5","191931485.33167785","337991440.5058186","6.4384999964289005","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","42.986467","798958165","93.0","6.0","2278","2007","5","209099941.16001585","1044138158.0675888","6.125648779547479","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160000000","63.148529","433677183","123.0","6.3","2268","2016","5","180641397.95922622","489625328.7508698","6.319191223555279","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"155000000","202.042635","440603537","126.0","5.8","3631","2015","6","177203955.83439165","503720578.7808048","5.942188636512118","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155000000","49.661984","415686217","113.0","6.2","1514","2010","8","192612677.4773453","516557646.7535404","6.2697223588734445","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140000000","34.20669","449220945","183.0","6.6","1791","2001","5","214205533.596838","687325801.6185771","6.49865073542256","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","25.468493","709709780","144.0","6.6","4040","2007","6","196031194.83751485","927501707.7417985","6.5417059859013404","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155000000","39.019229","167298192","175.0","5.6","927","2004","11","222341715.19322395","239983012.63229224","6.033466982742638","1","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","78.144395","938212738","138.0","7.4","5494","2007","6","196031194.83751485","1226126426.9461083","7.205600398542041","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","101.250416","895921036","157.0","7.5","5608","2005","11","208118279.5698925","1243050297.618638","7.290555448755711","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","56.758411","624029371","92.0","6.2","2961","2008","7","188782785.1911028","785373351.32288","6.245786830216298","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","70.867401","585349010","101.0","6.9","4853","2007","12","196031194.83751485","764977772.1817094","6.787864989251957","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","53.905592","474968763","115.0","6.7","3624","2005","7","208118279.5698925","658997878.7","6.611027365592804","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","65.677399","623722818","111.0","7.5","4369","2007","6","196031194.83751485","815127528.3997453","7.24440538669068","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","115.040024","374218673","140.0","7.5","7359","2005","6","208118279.5698925","519211642.7179212","7.333134969158446","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","44.141021","603900354","89.0","6.2","1810","2008","10","188782785.1911028","760039938.7067529","6.262986778512302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","81.781591","413106170","105.0","5.9","1971","2009","5","189456830.2903462","521771903.610566","6.076493485073394","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","5.954334","373062864","107.0","6.2","4021","2009","4","189456830.2903462","471195384.7498567","6.236586064333971","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","73.313918","424988211","129.0","6.4","3096","2003","11","220899456.52173918","625864432.2536414","6.386710687209584","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","165.125366","1274219009","102.0","7.3","5295","2013","11","174476405.516898","1482141016.8774927","7.11884127185245","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","70.78591","738599701","138.0","6.7","3443","2003","5","220899456.52173918","1087708483.5867937","6.607598784194528","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170000000","99.499595","644571402","112.0","6.8","4755","2013","10","197739926.2524844","749750008.7996497","6.7069048908906135","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","434.278564","378858340","120.0","7.2","9427","2015","5","171487699.19457257","433130300.3151673","7.10066393496505","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","67.447636","356613439","138.0","6.5","2129","2009","5","189456830.2903462","450419011.94586486","6.445844365758704","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","86.493424","449326618","115.0","6.6","6525","2011","4","180695655.26653898","541275784.4547188","6.560327997089818","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","41.845878","309979994","98.0","6.3","1750","2008","11","188782785.1911028","390125910.80560887","6.32250049579284","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","26.710398","292817841","88.0","5.1","510","2009","7","189456830.2903462","369842266.7221505","5.991378395329758","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","44.927635","301000000","99.0","5.5","1431","2012","3","177032065.29787368","355244344.36439985","5.898805023970836","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","50.306728","245527149","113.0","5.7","2320","2012","5","177032065.29787368","289774521.8277917","5.929432425674789","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","114.522237","682330139","131.0","7.1","3224","2015","7","171487699.19457257","780074837.5214859","6.891065540277287","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"150000000","29.332905","287594577","91.0","5.7","1171","2007","10","196031194.83751485","375850057.05399776","6.038140820355338","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","51.247321","665692281","91.0","6.7","1880","2011","5","180695655.26653898","801918019.4744798","6.5615161101983706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","33.769336","318502923","103.0","4.7","1151","2010","6","186399365.30065674","395791617.9573596","5.562366523643117","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","63.079003","397850012","126.0","6.5","2028","2006","5","201614583.33333337","534749095.9902779","6.444177784692777","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"150000000","39.004588","205366737","131.0","6.4","1891","2013","6","174476405.516898","238877667.22996092","6.3816189155363094","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","12.362599","38992758","88.0","5.5","199","2011","3","180695655.26653898","46972146.38306385","6.236952160606809","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149000000","22.550135","64459316","85.0","6.0","874","2006","10","200270486.11111116","86639587.58194445","6.208548632218841","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150000000","48.03528","128388320","111.0","5.9","954","2015","9","171487699.19457257","146780117.3350435","6.15778600061671","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145000000","38.73494","272912430","92.0","6.7","843","2014","2","165968209.31332797","312377843.4927515","6.493033614383259","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175000000","66.803149","497409852","163.0","6.9","2759","2004","5","251030968.76654318","713515868.6947592","6.7293524767908535","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145000000","44.989192","746921274","93.0","6.4","1808","2012","6","171130996.4546112","881526771.6742599","6.381120669288601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140000000","54.159392","431971116","133.0","5.8","1092","2002","11","210871595.33073935","650645988.3408561","6.096074803649486","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
